origin,destination,expanded_workers_2010,sample_records
3301306,3301306,9620.567201712236,937
3301306,3301405,19.8975664034687,2
3301306,3301702,11.6593308215922,1
3301306,3302403,1559.7131689636842,149
3301306,3303302,65.122096859943,6
3301306,3303401,19.3336534925999,2
3301306,3303500,10.3810682645586,1
3301306,3304201,9.299284665808,1
3301306,3304300,45.6493183778621,4
3301306,3304508,10.194017490312,1
3301306,3304524,2066.034841972966,193
3301306,3304557,362.15523262186525,33
3301306,3305208,9.5520490092604,1
3301306,3305505,17.4160328505328,1
3301306,3305604,120.38672653810922,11
3301306,3305752,6.2523155128815,1
3301306,3548500,9.299284665808,1
3301306,3550308,8.3087898697557,1
3301306,4106902,16.1342132505235,1
3301306,5300108,10.1572639814179,1
3301306,8888888,11.3793187363256,1
3301405,3300100,8.9502430455279,1
3301405,3300209,10.1918643874269,1
3301405,3300704,9.0683461793567,1
3301405,3300936,29.0473218573846,3
3301405,3301009,156.42774592115177,16
3301405,3301108,7.3726160785435,1
3301405,3301405,5183.827556674921,520
3301405,3302403,2721.8648732981965,267
3301405,3302452,10.6634146033186,1
3301405,3303302,9.861318641739,1
3301405,3304151,135.4820767106846,13
3301405,3304524,22.2003516396433,2
3301405,3304557,73.79372842864029,7
3301405,3304607,91.86708418965341,9
3301405,3304805,7.1866968800098,1
3301405,3305604,8.4273664961104,1
3301405,3305901,12.1034385571784,1
3301405,3522109,7.1517081178913,1
3301405,3548500,9.8066462543874,1
3301405,8888888,9.3999409326758,1
3301504,3101508,5.5956063762358,1
3301504,3138401,5.2318534832385,1
3301504,3205309,4.1187916106596,1
3301504,3300506,96.13633881916762,18
3301504,3300803,10.3592853349872,2
3301504,3301108,976.2996160378385,196
3301504,3301207,3.861516663847,1
3301504,3301504,6385.773267457868,1261
3301504,3301603,41.8810186758451,9
3301504,3301900,4.7385706064769,1
3301504,3302106,11.0039478800316,2
3301504,3302403,103.32662267461261,20
3301504,3302452,107.36290933647788,22
3301504,3303302,15.613328240361101,3
3301504,3303401,301.8375592096945,61
3301504,3304524,10.63400020323,2
3301504,3304557,118.403793431997,21
3301504,3304706,4.9265502113878,1
3301504,3305307,47.2053344841648,9
3301504,3305901,14.048071483966101,3
3301504,3399999,5.4786212774529,1
3301504,3523909,5.8342600023975,1
3301504,3548500,6.2231491135806,1
3301504,3550308,8.1544814457705,2
3301504,5208707,4.7675589849328,1
3301504,5208905,5.679643697912,1
3301504,8888888,9.991987826480699,2
3301603,2613909,5.4408091252138,1
3301603,3300506,363.183435767759,75
3301603,3300803,5.9903025804864,1
3301603,3301009,6.4135147589598,1
3301603,3301108,40.9808975535105,9
3301603,3301207,5.6661003876093,1
3301603,3301504,72.8469503692435,14
3301603,3301603,3219.044177076455,622
3301603,3302403,4.1867314046322,1
3301603,3302452,12.921139558609301,3
3301603,3303401,456.65265982062834,86
3301603,3304557,25.023864453515298,5
3301603,3305406,10.1370459105972,2
3301603,3305703,42.5205385779484,8
3301603,3305901,8.4697756716464,2
3301603,3550308,6.0157693576851,1
3301603,8888888,1.0000000000005,1
3301702,1100023,17.9235022539001,1
3301702,1100205,44.2840360407552,2
3301702,1299999,20.5767025255694,1
3301702,1302603,53.9805329895956,2
3301702,2508109,22.2987817751433,1
3301702,2611606,62.0827355416325,3
3301702,2699999,18.3850879467066,1
3301702,2704302,9.3316825019028,1
3301702,2704708,35.767540234754804,2
3301702,2706703,26.6880618177263,1
3301702,2922805,18.5631724661058,1
3301702,3106200,29.2941181560118,1
3301702,3139508,11.9268475481022,1
3301702,3139805,39.5739590497738,2
3301702,3203809,25.306757837123,1
3301702,3205200,23.6997329701701,1
3301702,3205309,52.985430874615204,2
3301702,3300100,414.6001326497084,20
3301702,3300209,20.5471519442966,1
3301702,3300233,17.46236824942,1
3301702,3300258,36.9992439617645,1
3301702,3300308,37.7101231711452,2
3301702,3300407,145.1976606533184,7
3301702,3300456,1567.603244064693,76
3301702,3300506,26.327800761279,1
3301702,3300704,38.3837081967541,2
3301702,3301009,47.8129348871032,2
3301702,3301306,15.3857170138174,1
3301702,3301702,166928.60341459495,8285
3301702,3301850,26.6710223019984,1
3301702,3301876,58.7602528677963,3
3301702,3301900,19.5864024769215,1
