id,municipality_code,population,census_worker_estimate,employed_pnad_calibrated,non_employed_estimated
RES_1023,3301900,30,12,14,16
RES_1024,3301900,101,40,47,54
RES_1025,3301900,29,11,13,16
RES_1026,3301900,2,1,1,1
RES_1027,3301900,31,13,15,16
RES_1028,3302007,363,125,145,218
RES_1029,3302007,85,35,41,44
RES_1030,3302007,598,232,270,328
RES_1031,3302007,301,107,124,177
RES_1032,3302007,147,54,63,84
RES_1033,3302007,1190,439,511,679
RES_1034,3302007,38,15,17,21
RES_1035,3302007,1219,436,507,712
RES_1036,3302007,63,20,23,40
RES_1037,3302007,229,79,92,137
RES_1038,3302007,37,15,17,20
RES_1039,3302007,33,13,15,18
RES_1040,3302007,668,227,264,404
RES_1041,3302007,720,256,298,422
RES_1042,3302007,603,202,235,368
RES_1043,3302007,1815,693,806,1009
RES_1044,3302007,102,37,43,59
RES_1045,3302007,1802,672,781,1021
RES_1046,3302007,400,153,178,222
RES_1047,3302007,201,75,87,114
RES_1048,3302007,22,9,10,12
RES_1049,3302007,530,213,248,282
RES_1050,3302007,325,121,141,184
RES_1051,3302007,37,16,19,18
RES_1052,3302007,165,67,78,87
RES_1053,3302007,179,73,85,94
RES_1054,3302007,38,17,20,18
RES_1055,3302007,1056,417,485,571
RES_1056,3302007,1774,731,850,924
RES_1057,3302007,1256,511,594,662
RES_1058,3302007,26,10,12,14
RES_1059,3302007,438,185,215,223
RES_1060,3302007,407,160,186,221
RES_1061,3302007,1690,683,794,896
RES_1062,3302007,1503,642,747,756
RES_1063,3302007,1990,762,886,1104
RES_1064,3302007,593,228,265,328
RES_1065,3302007,19,7,8,11
RES_1066,3302007,36,14,16,20
RES_1067,3302007,255,113,131,124
RES_1068,3302007,3046,1223,1422,1624
RES_1069,3302007,2238,909,1057,1181
RES_1070,3302007,1041,400,465,576
RES_1071,3302007,735,269,313,422
RES_1072,3302007,1294,512,595,699
RES_1073,3302007,30,12,14,16
RES_1074,3302007,370,144,167,203
RES_1075,3302007,4174,1671,1943,2231
RES_1076,3302007,4061,1628,1893,2168
RES_1077,3302007,1330,554,644,686
RES_1078,3302007,889,354,412,477
RES_1079,3302007,55,20,23,32
RES_1080,3302007,4,2,2,2
RES_1081,3302007,790,323,376,414
RES_1082,3302007,3561,1412,1642,1919
RES_1083,3302007,4604,1802,2095,2509
RES_1084,3302007,2234,917,1066,1168
RES_1085,3302007,1578,611,711,867
RES_1086,3302007,597,242,281,316
RES_1087,3302007,68,23,27,41
RES_1088,3302007,500,183,213,287
RES_1089,3302007,1591,610,709,882
RES_1090,3302007,5029,1926,2240,2789
RES_1091,3302007,2663,1075,1250,1413
RES_1092,3302007,361,124,144,217
RES_1093,3302007,460,174,202,258
RES_1094,3302007,21,8,9,12
RES_1095,3302007,291,103,120,171
RES_1096,3302007,885,355,413,472
RES_1097,3302007,2435,931,1083,1352
RES_1098,3302007,3673,1448,1684,1989
RES_1099,3302007,2479,1024,1191,1288
RES_1100,3302007,1382,557,648,734
RES_1101,3302007,296,112,130,166
RES_1102,3302007,2449,1024,1191,1258
RES_1103,3302007,4422,1829,2127,2295
RES_1104,3302007,4203,1688,1963,2240
RES_1105,3302007,2290,945,1099,1191
RES_1106,3302007,2270,901,1048,1222
RES_1107,3302007,843,330,384,459
RES_1108,3302007,1090,442,514,576
RES_1109,3302007,1299,515,599,700
RES_1110,3302007,1712,676,786,926
RES_1111,3302007,1419,516,600,819
RES_1112,3302007,1435,575,669,766
RES_1113,3302007,2662,1073,1248,1414
RES_1114,3302007,255,96,112,143
RES_1115,3302007,35,11,13,22
RES_1116,3302007,1458,560,651,807
RES_1117,3302007,41,16,19,22
RES_1118,3302007,18,7,8,10
RES_1119,3302007,74,30,35,39
RES_1120,3302007,30,12,14,16
RES_1121,3302007,320,132,154,166
RES_1122,3302007,181,65,76,105
RES_1123,3302007,117,45,52,65
RES_1124,3302007,550,213,248,302
RES_1125,3302007,27,11,13,14
RES_1126,3302007,235,94,109,126
RES_1127,3302007,349,144,167,182
RES_1128,3302007,863,346,402,461
RES_1129,3302007,1023,418,486,537
RES_1130,3302007,894,362,421,473
RES_1131,3302007,613,243,283,330
RES_1132,3302007,1228,474,551,677
RES_1133,3302007,393,151,176,217
RES_1134,3302007,544,215,250,294
RES_1135,3302007,278,105,122,156
RES_1136,3302007,330,125,145,185
RES_1137,3302007,387,161,187,200
RES_1138,3302007,240,95,110,130
RES_1139,3302007,317,135,157,160
RES_1140,3302007,183,71,83,100
RES_1141,3302007,267,107,124,143
RES_1142,3302007,207,78,91,116
RES_1143,3302007,523,192,223,300
RES_1144,3302007,455,164,191,264
RES_1145,3302007,20,8,9,11
RES_1146,3302007,81,32,37,44
RES_1147,3302007,62,24,28,34
RES_1148,3302007,114,42,49,65
RES_1149,3302007,50,20,23,27
RES_1150,3302007,49,19,22,27
RES_1151,3302007,61,24,28,33
RES_1152,3302007,123,48,56,67
RES_1153,3302270,1483,484,563,920
RES_1154,3302270,641,183,213,428
RES_1155,3302270,1446,465,541,905
RES_1156,3302270,226,71,83,143
RES_1157,3302270,547,170,198,349
RES_1158,3302270,698,222,258,440
RES_1159,3302270,1291,397,462,829
RES_1160,3302270,540,165,192,348
RES_1161,3302270,895,261,304,591
RES_1162,3302270,1191,363,422,769
RES_1163,3302270,581,165,192,389
RES_1164,3302270,808,240,279,529
RES_1165,3302270,1022,299,348,674
RES_1166,3302270,580,162,188,392
RES_1167,3302270,695,228,265,430
RES_1168,3302270,700,244,284,416
RES_1169,3302270,4342,1298,1509,2833
RES_1170,3302270,2178,649,755,1423
RES_1171,3302270,2252,701,815,1437
RES_1172,3302270,564,157,183,381
RES_1173,3302270,153,51,59,94
RES_1174,3302270,1708,661,769,939
RES_1175,3302270,1473,487,566,907
RES_1176,3302270,114,35,41,73
RES_1177,3302270,715,206,240,475
RES_1178,3302270,526,183,213,313
RES_1179,3302270,1223,374,435,788
RES_1180,3302270,845,259,301,544
RES_1181,3302270,1192,351,408,784
RES_1182,3302270,455,144,167,288
RES_1183,3302270,3354,1004,1168,2186
RES_1184,3302270,443,133,155,288
RES_1185,3302270,2705,813,945,1760
RES_1186,3302270,2353,687,799,1554
RES_1187,3302270,604,178,207,397
RES_1188,3302270,93,29,34,59
RES_1189,3302270,895,256,298,597
RES_1190,3302270,186,52,60,126
RES_1191,3302270,47,14,16,31
RES_1192,3302270,370,94,109,261
RES_1193,3302270,687,187,217,470
RES_1194,3302270,1627,464,540,1087
RES_1195,3302270,1938,597,694,1244
RES_1196,3302270,513,142,165,348
RES_1197,3302270,828,252,293,535
RES_1198,3302270,337,98,114,223
RES_1199,3302270,2643,772,898,1745
RES_1200,3302270,1572,480,558,1014
RES_1201,3302270,2495,734,854,1641
RES_1202,3302270,1431,426,495,936
RES_1203,3302270,1128,336,391,737
RES_1204,3302270,1388,411,478,910
RES_1205,3302270,1138,332,386,752
RES_1206,3302270,1145,330,384,761
RES_1207,3302270,546,156,181,365
RES_1208,3302270,179,58,67,112
RES_1209,3302270,321,101,117,204
RES_1210,3302270,941,298,347,594
RES_1211,3302270,2233,704,819,1414
RES_1212,3302270,475,139,162,313
RES_1213,3302270,1805,542,630,1175
RES_1214,3302270,644,193,224,420
RES_1215,3302270,696,229,266,430
RES_1216,3302270,2286,700,814,1472
RES_1217,3302270,477,153,178,299
RES_1218,3302270,3287,954,1109,2178
RES_1219,3302270,555,165,192,363
RES_1220,3302270,831,240,279,552
RES_1221,3302270,4748,1415,1645,3103
RES_1222,3302270,562,161,187,375
RES_1223,3302270,1421,428,498,923
RES_1224,3302270,477,136,158,319
RES_1225,3302270,672,186,216,456
RES_1226,3302270,38,11,13,25
RES_1227,3302270,657,185,215,442
RES_1228,3302270,270,75,87,183
RES_1229,3302270,252,79,92,160
RES_1230,3302270,292,83,97,195
RES_1231,3302270,363,93,108,255
RES_1232,3302270,396,108,126,270
RES_1233,3302270,503,148,172,331
RES_1234,3302270,662,184,214,448
RES_1235,3302270,799,224,260,539
RES_1236,3302270,609,166,193,416
RES_1237,3302270,1363,395,459,904
RES_1238,3302270,46,14,16,30
RES_1239,3302270,58,17,20,38
RES_1240,3302270,750,254,295,455
RES_1241,3302270,148,39,45,103
RES_1242,3302270,526,147,171,355
RES_1243,3302270,758,259,301,457
RES_1244,3302270,1202,380,442,760
RES_1245,3302270,164,44,51,113
RES_1246,3302270,58,17,20,38
RES_1247,3302270,19,6,7,12
RES_1248,3302270,77,23,27,50
RES_1249,3302270,351,99,115,236
RES_1250,3302270,207,60,70,137
RES_1251,3302270,140,38,44,96
RES_1252,3302270,100,30,35,65
RES_1253,3302270,401,128,149,252
RES_1254,3302270,537,153,178,359
RES_1255,3302270,30,9,10,20
RES_1256,3302270,7,2,2,5
RES_1257,3302270,104,31,36,68
RES_1258,3302270,242,73,85,157
RES_1259,3302502,256,92,107,149
RES_1260,3302502,42,16,19,23
RES_1261,3302502,231,78,91,140
RES_1262,3302502,83,28,33,50
RES_1263,3302502,599,214,249,350
RES_1264,3302502,449,161,187,262
RES_1265,3302502,519,204,237,282
RES_1266,3302502,219,80,93,126
RES_1267,3302502,376,144,167,209
RES_1268,3302502,332,116,135,197
RES_1269,3302502,684,241,280,404
RES_1270,3302502,4,1,1,3
RES_1271,3302502,329,132,154,175
RES_1272,3302502,972,359,417,555
RES_1273,3302502,695,251,292,403
RES_1274,3302502,91,41,48,43
RES_1275,3302502,177,64,74,103
RES_1276,3302502,427,162,188,239
RES_1277,3302502,1007,383,445,562
RES_1278,3302502,1403,543,631,772
RES_1279,3302502,501,184,214,287
RES_1280,3302502,2003,741,862,1141
RES_1281,3302502,2396,857,997,1399
RES_1282,3302502,4793,1833,2132,2661
RES_1283,3302502,1210,463,538,672
RES_1284,3302502,306,118,137,169
RES_1285,3302502,944,359,417,527
RES_1286,3302502,379,130,151,228
RES_1287,3302502,1394,527,613,781
RES_1288,3302502,1941,720,837,1104
RES_1289,3302502,1974,707,822,1152
RES_1290,3302502,1873,702,816,1057
RES_1291,3302502,540,193,224,316
RES_1292,3302502,400,145,169,231
RES_1293,3302502,1281,488,567,714
RES_1294,3302502,1968,729,848,1120
RES_1295,3302502,770,289,336,434
RES_1296,3302502,1830,856,995,835
RES_1297,3302502,856,321,373,483
RES_1298,3302502,2907,1086,1263,1644
RES_1299,3302502,812,311,362,450
RES_1300,3302502,521,199,231,290
RES_1301,3302502,24,9,10,14
RES_1302,3302502,835,321,373,462
RES_1303,3302502,395,130,151,244
RES_1304,3302502,102,38,44,58
RES_1305,3302502,572,212,247,325
RES_1306,3302502,721,270,314,407
RES_1307,3302502,471,186,216,255
RES_1308,3302502,51,19,22,29
RES_1309,3302502,129,45,52,77
RES_1310,3302502,249,93,108,141
RES_1311,3302502,565,213,248,317
RES_1312,3302502,323,110,128,195
RES_1313,3302502,620,235,273,347
RES_1314,3302502,1232,490,570,662
RES_1315,3302502,488,189,220,268
RES_1316,3302502,254,89,104,150
RES_1317,3302502,195,76,88,107
RES_1318,3302502,584,232,270,314
RES_1319,3302502,476,181,210,266
RES_1320,3302502,150,53,62,88
RES_1321,3302502,443,170,198,245
RES_1322,3302502,542,203,236,306
RES_1323,3302502,5,2,2,3
RES_1324,3302502,938,320,372,566
RES_1325,3302502,594,190,221,373
RES_1326,3302502,1076,381,443,633
RES_1327,3302502,321,116,135,186
RES_1328,3302502,43,16,19,24
RES_1329,3302502,1548,535,622,926
RES_1330,3302502,330,109,127,203
RES_1331,3302502,868,280,326,542
RES_1332,3302502,2488,870,1012,1476
RES_1333,3302502,574,200,233,341
RES_1334,3302502,620,212,247,373
RES_1335,3302502,432,145,169,263
RES_1336,3302502,426,152,177,249
RES_1337,3302502,387,146,170,217
RES_1338,3302502,1656,596,693,963
RES_1339,3302502,1804,628,730,1074
RES_1340,3302502,80,24,28,52
RES_1341,3302502,301,104,121,180
RES_1342,3302502,211,81,94,117
RES_1343,3302502,125,42,49,76
RES_1344,3302502,1355,478,556,799
RES_1345,3302502,1838,661,769,1069
RES_1346,3302502,67,25,29,38
RES_1347,3302502,256,82,95,161
RES_1348,3302502,1085,364,423,662
RES_1349,3302502,1495,538,626,869
