id,municipality_code,population,census_worker_estimate,employed_pnad_calibrated,non_employed_estimated
RES_1490,3302502,143,43,50,93
RES_1491,3302502,76,30,35,41
RES_1492,3302502,266,97,113,153
RES_1493,3302502,120,41,48,72
RES_1494,3302502,572,197,229,343
RES_1495,3302502,202,66,77,125
RES_1496,3302502,69,26,30,39
RES_1497,3302502,937,348,405,532
RES_1498,3302502,411,149,173,238
RES_1499,3302502,314,110,128,186
RES_1500,3302502,365,142,165,200
RES_1501,3302502,268,94,109,159
RES_1502,3302502,219,86,100,119
RES_1503,3302502,600,230,267,333
RES_1504,3302502,296,108,126,170
RES_1505,3302502,394,145,169,225
RES_1506,3302601,71,30,33,38
RES_1507,3302601,12,5,6,6
RES_1508,3302601,2,1,1,1
RES_1509,3302601,14,6,7,7
RES_1510,3302601,90,37,41,49
RES_1511,3302601,96,44,49,47
RES_1512,3302601,137,65,72,65
RES_1513,3302601,29,12,13,16
RES_1514,3302601,56,23,25,31
RES_1515,3302601,40,20,22,18
RES_1516,3302601,584,247,274,310
RES_1517,3302601,164,79,88,76
RES_1518,3302700,1,0,0,1
RES_1519,3302700,1141,472,549,592
RES_1520,3302700,934,425,494,440
RES_1521,3302700,123,46,53,70
RES_1522,3302700,595,250,291,304
RES_1523,3302700,2964,1242,1444,1520
RES_1524,3302700,1410,611,711,699
RES_1525,3302700,136,59,69,67
RES_1526,3302700,2485,1058,1230,1255
RES_1527,3302700,1316,591,687,629
RES_1528,3302700,539,223,259,280
RES_1529,3302700,6,3,3,3
RES_1530,3302700,1496,635,738,758
RES_1531,3302700,1836,784,912,924
RES_1532,3302700,35,15,17,18
RES_1533,3302700,13,6,7,6
RES_1534,3302700,304,131,152,152
RES_1535,3302700,708,302,351,357
RES_1536,3302700,899,399,464,435
RES_1537,3302700,1169,526,612,557
RES_1538,3302700,67,29,34,33
RES_1539,3302700,1266,542,630,636
RES_1540,3302700,1055,478,556,499
RES_1541,3302700,140,53,62,78
RES_1542,3302700,367,151,176,191
RES_1543,3302700,1548,672,781,767
RES_1544,3302700,33,14,16,17
RES_1545,3302700,5,2,2,3
RES_1546,3302700,1011,450,523,488
RES_1547,3302700,2036,846,984,1052
RES_1548,3302700,427,198,230,197
RES_1549,3302700,415,172,200,215
RES_1550,3302700,1576,675,785,791
RES_1551,3302700,1054,474,551,503
RES_1552,3302700,650,290,337,313
RES_1553,3302700,163,70,81,82
RES_1554,3302700,97,47,55,42
RES_1555,3302700,119,55,64,55
RES_1556,3302700,368,155,180,188
RES_1557,3302700,474,179,208,266
RES_1558,3302700,2017,889,1034,983
RES_1559,3302700,1191,504,586,605
RES_1560,3302700,990,425,494,496
RES_1561,3302700,2294,1017,1183,1111
RES_1562,3302700,2203,968,1126,1077
RES_1563,3302700,83,36,42,41
RES_1564,3302700,1228,567,659,569
RES_1565,3302700,220,102,119,101
RES_1566,3302700,2,1,1,1
RES_1567,3302700,273,116,135,138
RES_1568,3302700,1583,672,781,802
RES_1569,3302700,591,230,267,324
RES_1570,3302700,1368,578,672,696
RES_1571,3302700,420,181,210,210
RES_1572,3302700,415,171,199,216
RES_1573,3302700,445,183,213,232
RES_1574,3302700,4,1,1,3
RES_1575,3302700,979,413,480,499
RES_1576,3302700,202,91,106,96
RES_1577,3302700,383,180,209,174
RES_1578,3302700,464,218,254,210
RES_1579,3302700,264,113,131,133
RES_1580,3302700,111,49,57,54
RES_1581,3302700,139,61,71,68
RES_1582,3302700,377,153,178,199
RES_1583,3302700,448,208,242,206
RES_1584,3302700,3506,1553,1806,1700
RES_1585,3302700,719,318,370,349
RES_1586,3302700,1586,692,805,781
RES_1587,3302700,54,23,27,27
RES_1588,3302700,1296,585,680,616
RES_1589,3302700,895,392,456,439
RES_1590,3302700,25,11,13,12
RES_1591,3302700,266,115,134,132
RES_1592,3302700,560,244,284,276
RES_1593,3302700,1005,452,526,479
RES_1594,3302700,470,216,251,219
RES_1595,3302700,1044,482,561,483
RES_1596,3302700,1551,659,766,785
RES_1597,3302700,409,179,208,201
RES_1598,3302700,594,259,301,293
RES_1599,3302700,648,282,328,320
RES_1600,3302700,1881,863,1004,877
RES_1601,3302700,2207,945,1099,1108
RES_1602,3302700,759,353,410,349
RES_1603,3302700,1852,789,918,934
RES_1604,3302700,1047,459,534,513
RES_1605,3302700,100,46,53,47
RES_1606,3302700,2997,1313,1527,1470
RES_1607,3302700,1035,436,507,528
RES_1608,3302700,1205,477,555,650
RES_1609,3302700,29,12,14,15
RES_1610,3302700,58,25,29,29
RES_1611,3302700,1031,431,501,530
RES_1612,3302700,5292,2376,2763,2529
RES_1613,3302700,1140,500,581,559
RES_1614,3302700,1070,443,515,555
RES_1615,3302700,740,297,345,395
RES_1616,3302700,680,301,350,330
RES_1617,3302700,1271,529,615,656
RES_1618,3302700,2694,1151,1338,1356
RES_1619,3302700,1131,473,550,581
RES_1620,3302700,1822,775,901,921
RES_1621,3302700,2128,935,1087,1041
RES_1622,3302700,29,12,14,15
RES_1623,3302700,1540,648,754,786
RES_1624,3302700,2605,1084,1261,1344
RES_1625,3302700,837,369,429,408
RES_1626,3302700,1336,558,649,687
RES_1627,3302700,1418,643,748,670
RES_1628,3302700,867,376,437,430
RES_1629,3302700,898,413,480,418
RES_1630,3302700,517,229,266,251
RES_1631,3302700,951,379,441,510
RES_1632,3302700,3304,1466,1705,1599
RES_1633,3302700,555,251,292,263
RES_1634,3302700,96,44,51,45
RES_1635,3302700,327,140,163,164
RES_1636,3302700,469,191,222,247
RES_1637,3302700,1675,701,815,860
RES_1638,3302700,2358,1002,1165,1193
RES_1639,3302700,2296,1030,1198,1098
RES_1640,3302700,280,125,145,135
RES_1641,3302700,237,105,122,115
RES_1642,3302700,2756,1187,1380,1376
RES_1643,3302700,2575,1160,1349,1226
RES_1644,3302700,891,411,478,413
RES_1645,3302700,331,133,155,176
RES_1646,3302700,86,33,38,48
RES_1647,3302700,121,51,59,62
RES_1648,3302700,1608,706,821,787
RES_1649,3302700,1387,639,743,644
RES_1650,3302700,516,242,281,235
RES_1651,3302700,342,131,152,190
RES_1652,3302700,2527,1075,1250,1277
RES_1653,3302700,1348,611,711,637
RES_1654,3302700,617,274,319,298
RES_1655,3302700,2019,893,1038,981
RES_1656,3302700,1179,531,617,562
RES_1657,3302700,212,99,115,97
RES_1658,3302700,1113,453,527,586
RES_1659,3302700,632,282,328,304
RES_1660,3302700,592,264,307,285
RES_1661,3302700,1675,761,885,790
RES_1662,3302700,468,217,252,216
RES_1663,3302700,1041,462,537,504
RES_1664,3302700,618,272,316,302
RES_1665,3302700,685,311,362,323
RES_1666,3302809,3,2,2,1
RES_1667,3302858,2475,878,1021,1454
RES_1668,3302858,5932,2107,2450,3482
RES_1669,3302858,4662,1646,1914,2748
RES_1670,3302858,567,196,228,339
RES_1671,3302858,95,33,38,57
RES_1672,3302858,773,282,328,445
RES_1673,3302858,6036,2140,2489,3547
RES_1674,3302858,3372,1182,1375,1997
RES_1675,3302858,1050,374,435,615
RES_1676,3302858,928,327,380,548
RES_1677,3302858,10198,3689,4290,5908
RES_1678,3302858,7109,2574,2993,4116
RES_1679,3302858,3329,1212,1409,1920
RES_1680,3302858,4441,1575,1832,2609
RES_1681,3302858,85,29,34,51
RES_1682,3302858,366,131,152,214
RES_1683,3302858,3593,1276,1484,2109
RES_1684,3302858,5523,1963,2283,3240
RES_1685,3302858,1132,407,473,659
RES_1686,3302858,150,56,65,85
RES_1687,3302858,943,350,407,536
RES_1688,3302858,2541,896,1042,1499
RES_1689,3302858,752,279,324,428
RES_1690,3302858,1781,627,729,1052
RES_1691,3302858,173,65,76,97
RES_1692,3302858,5504,1995,2320,3184
RES_1693,3302858,3750,1394,1621,2129
RES_1694,3302858,1984,712,828,1156
RES_1695,3302858,622,215,250,372
RES_1696,3302858,3896,1392,1619,2277
RES_1697,3302858,9443,3388,3940,5503
RES_1698,3302858,381,139,162,219
RES_1699,3302858,180,60,70,110
RES_1700,3302858,2230,802,933,1297
RES_1701,3302858,1763,646,751,1012
RES_1702,3302858,474,190,221,253
RES_1703,3302858,6563,2376,2763,3800
RES_1704,3302858,888,325,378,510
RES_1705,3302858,2585,956,1112,1473
RES_1706,3302858,2178,772,898,1280
RES_1707,3302858,1435,500,581,854
RES_1708,3302858,133,35,41,92
RES_1709,3302858,2809,986,1147,1662
RES_1710,3302858,1005,352,409,596
RES_1711,3302858,565,214,249,316
RES_1712,3302858,991,346,402,589
RES_1713,3302858,3528,1293,1504,2024
RES_1714,3302858,4603,1659,1929,2674
RES_1715,3302858,777,281,327,450
RES_1716,3302858,2227,801,931,1296
RES_1717,3302858,1130,396,460,670
RES_1718,3302858,1844,681,792,1052
RES_1719,3302858,2099,829,964,1135
RES_1720,3302858,57,20,23,34
RES_1721,3302858,5799,2184,2540,3259
RES_1722,3302858,338,126,147,191
RES_1723,3302858,215,79,92,123
RES_1724,3302858,722,259,301,421
RES_1725,3302858,2180,759,883,1297
RES_1726,3302858,1211,478,556,655
RES_1727,3302858,807,292,340,467
RES_1728,3302858,2612,938,1091,1521
RES_1729,3302858,1351,458,533,818
RES_1730,3302858,2240,824,958,1282
RES_1731,3302858,4701,1687,1962,2739
RES_1732,3302858,343,123,143,200
RES_1733,3302858,3036,1088,1265,1771
RES_1734,3302858,2461,869,1011,1450
RES_1735,3302858,5417,1970,2291,3126
RES_1736,3302858,44,16,19,25
RES_1737,3302908,295,127,141,154
RES_1738,3302908,17,9,10,7
RES_1739,3303203,2356,844,981,1375
RES_1740,3303203,3888,1477,1718,2170
RES_1741,3303203,4265,1685,1959,2306
RES_1742,3303203,6748,2616,3042,3706
RES_1743,3303203,442,174,202,240
RES_1744,3303203,1027,411,478,549
RES_1745,3303203,1532,583,678,854
RES_1746,3303203,689,243,283,406
RES_1747,3303203,6488,2514,2923,3565
RES_1748,3303203,740,296,344,396
RES_1749,3303203,460,176,205,255
RES_1750,3303203,415,158,184,231
RES_1751,3303203,827,333,387,440
RES_1752,3303203,1175,469,545,630
RES_1753,3303203,902,350,407,495
RES_1754,3303203,4245,1673,1945,2300
RES_1755,3303203,663,289,336,327
RES_1756,3303203,955,382,444,511
RES_1757,3303203,5557,2159,2511,3046
RES_1758,3303203,1267,500,581,686
RES_1759,3303203,834,325,378,456
RES_1760,3303203,412,147,171,241
RES_1761,3303203,798,316,367,431
RES_1762,3303203,3169,1244,1447,1722
RES_1763,3303203,1824,698,812,1012
RES_1764,3303203,6048,2307,2683,3365
RES_1765,3303203,813,311,362,451
RES_1766,3303203,4179,1576,1833,2346
RES_1767,3303203,1231,475,552,679
RES_1768,3303203,532,209,243,289
RES_1769,3303203,3897,1537,1787,2110
RES_1770,3303203,5140,1988,2312,2828
RES_1771,3303203,1267,497,578,689
RES_1772,3303203,7472,2907,3380,4092
RES_1773,3303203,5192,2038,2370,2822
RES_1774,3303203,1211,474,551,660
RES_1775,3303203,3956,1532,1782,2174
RES_1776,3303203,860,333,387,473
RES_1777,3303203,4297,1652,1921,2376
RES_1778,3303203,2542,963,1120,1422
RES_1779,3303203,1973,756,879,1094
RES_1780,3303203,307,110,128,179
RES_1781,3303203,393,171,199,194
RES_1782,3303203,1967,773,899,1068
RES_1783,3303203,6448,2504,2912,3536
RES_1784,3303203,974,378,440,534
RES_1785,3303203,176,73,85,91
RES_1786,3303203,1793,688,800,993
RES_1787,3303203,1400,393,457,943
RES_1788,3303203,7575,2982,3468,4107
RES_1789,3303203,2759,1044,1214,1545
RES_1790,3303203,3581,1384,1609,1972
RES_1791,3303203,5121,1976,2298,2823
RES_1792,3303203,2558,990,1151,1407
RES_1793,3303203,696,275,320,376
RES_1794,3303203,433,156,181,252
RES_1795,3303203,1217,488,567,650
RES_1796,3303203,2403,901,1048,1355
RES_1797,3303203,766,323,376,390
RES_1798,3303203,3919,1515,1762,2157
RES_1799,3303302,2482,1211,1408,1074
RES_1800,3303302,367,158,184,183
RES_1801,3303302,504,269,313,191
RES_1802,3303302,459,216,251,208
RES_1803,3303302,1202,548,637,565
RES_1804,3303302,401,194,226,175
RES_1805,3303302,617,302,351,266
RES_1806,3303302,1023,518,602,421
RES_1807,3303302,42,20,23,19
RES_1808,3303302,1945,1003,1166,779
RES_1809,3303302,21,10,12,9
RES_1810,3303302,660,318,370,290
RES_1811,3303302,1177,578,672,505
RES_1812,3303302,490,239,278,212
RES_1813,3303302,784,361,420,364
RES_1814,3303302,539,244,284,255
RES_1815,3303302,3722,1690,1965,1757
RES_1816,3303302,2220,986,1147,1073
RES_1817,3303302,3618,1750,2035,1583
RES_1818,3303302,3306,1645,1913,1393
RES_1819,3303302,100,47,55,45
RES_1820,3303302,2864,1410,1640,1224
RES_1821,3303302,21,10,12,9
RES_1822,3303302,586,283,329,257
RES_1823,3303302,560,300,349,211
RES_1824,3303302,379,187,217,162
RES_1825,3303302,577,250,291,286
RES_1826,3303302,994,470,547,447
RES_1827,3303302,373,168,195,178
RES_1828,3303302,103,49,57,46
RES_1829,3303302,660,316,367,293
RES_1830,3303302,1286,668,777,509
RES_1831,3303302,212,107,124,88
RES_1832,3303302,737,384,447,290
RES_1833,3303302,722,357,415,307
RES_1834,3303302,2462,1160,1349,1113
RES_1835,3303302,98,57,66,32
RES_1836,3303302,1256,637,741,515
RES_1837,3303302,1113,488,567,546
RES_1838,3303302,1145,523,608,537
RES_1839,3303302,1147,531,617,530
RES_1840,3303302,2732,1302,1514,1218
RES_1841,3303302,42,20,23,19
RES_1842,3303302,523,276,321,202
RES_1843,3303302,899,483,562,337
RES_1844,3303302,345,153,178,167
RES_1845,3303302,542,283,329,213
RES_1846,3303302,737,348,405,332
RES_1847,3303302,197,100,116,81
RES_1848,3303302,356,176,205,151
RES_1849,3303302,1726,840,977,749
RES_1850,3303302,922,452,526,396
RES_1851,3303302,2061,1024,1191,870
RES_1852,3303302,458,212,247,211
RES_1853,3303302,576,288,335,241
RES_1854,3303302,469,247,287,182
RES_1855,3303302,560,253,294,266
RES_1856,3303302,794,364,423,371
RES_1857,3303302,2143,1037,1206,937
RES_1858,3303302,474,239,278,196
RES_1859,3303302,1893,922,1072,821
RES_1860,3303302,494,217,252,242
RES_1861,3303302,250,135,157,93
RES_1862,3303302,83,39,45,38
RES_1863,3303302,416,212,247,169
RES_1864,3303302,349,178,207,142
RES_1865,3303302,59,28,33,26
RES_1866,3303302,455,224,260,195
RES_1867,3303302,129,66,77,52
RES_1868,3303302,358,173,201,157
RES_1869,3303302,343,162,188,155
RES_1870,3303302,2599,1277,1485,1114
RES_1871,3303302,4348,2180,2535,1813
RES_1872,3303302,4072,1995,2320,1752
RES_1873,3303302,3492,1696,1972,1520
RES_1874,3303302,1028,576,670,358
RES_1875,3303302,1023,554,644,379
RES_1876,3303302,1033,521,606,427
RES_1877,3303302,873,449,522,351
RES_1878,3303302,698,302,351,347
RES_1879,3303302,3345,1583,1841,1504
RES_1880,3303302,185,94,109,76
RES_1881,3303302,4382,2208,2568,1814
RES_1882,3303302,1026,517,601,425
RES_1883,3303302,2664,1352,1572,1092
RES_1884,3303302,1884,919,1069,815
RES_1885,3303302,2335,1065,1238,1097
RES_1886,3303302,419,201,234,185
RES_1887,3303302,81,39,45,36
RES_1888,3303302,413,191,222,191
RES_1889,3303302,376,191,222,154
RES_1890,3303302,146,76,88,58
RES_1891,3303302,2896,1341,1559,1337
RES_1892,3303302,3641,1699,1976,1665
RES_1893,3303302,2079,956,1112,967
RES_1894,3303302,12,6,7,5
RES_1895,3303302,601,287,334,267
RES_1896,3303302,1180,554,644,536
RES_1897,3303302,537,253,294,243
RES_1898,3303302,571,282,328,243
RES_1899,3303302,898,409,476,422
RES_1900,3303302,712,335,390,322
RES_1901,3303302,1241,600,698,543
RES_1902,3303302,105,48,56,49
RES_1903,3303302,1114,521,606,508
RES_1904,3303302,458,202,235,223
RES_1905,3303302,655,313,364,291
RES_1906,3303302,39,18,21,18
RES_1907,3303302,458,208,242,216
RES_1908,3303302,126,64,74,52
RES_1909,3303302,1474,705,820,654
RES_1910,3303302,3204,1637,1904,1300
RES_1911,3303302,2698,1350,1570,1128
RES_1912,3303302,2071,985,1145,926
RES_1913,3303302,1308,628,730,578
RES_1914,3303302,409,202,235,174
RES_1915,3303302,708,361,420,288
RES_1916,3303302,351,179,208,143
RES_1917,3303302,5,2,2,3
RES_1918,3303302,15,7,8,7
RES_1919,3303302,2143,1111,1292,851
RES_1920,3303302,985,483,562,423
RES_1921,3303302,655,322,374,281
RES_1922,3303302,338,159,185,153
RES_1923,3303302,6663,3132,3642,3021
RES_1924,3303302,1148,558,649,499
RES_1925,3303302,5530,2566,2984,2546
RES_1926,3303302,3047,1471,1711,1336
RES_1927,3303302,8431,3854,4482,3949
RES_1928,3303302,3264,1542,1793,1471
RES_1929,3303302,545,264,307,238
RES_1930,3303302,2347,1060,1233,1114
RES_1931,3303302,2586,1172,1363,1223
RES_1932,3303302,359,181,210,149
RES_1933,3303302,1397,688,800,597
RES_1934,3303302,764,364,423,341
RES_1935,3303302,976,479,557,419
RES_1936,3303302,560,264,307,253
RES_1937,3303302,73,38,44,29
RES_1938,3303302,279,140,163,116
RES_1939,3303302,925,452,526,399
RES_1940,3303302,473,245,285,188
RES_1941,3303302,419,193,224,195
RES_1942,3303302,313,153,178,135
RES_1943,3303302,137,62,72,65
RES_1944,3303302,572,260,302,270
RES_1945,3303302,489,234,272,217
RES_1946,3303302,588,284,330,258
RES_1947,3303302,215,100,116,99
RES_1948,3303302,2948,1428,1661,1287
RES_1949,3303302,232,109,127,105
RES_1950,3303302,699,343,399,300
RES_1951,3303302,250,123,143,107
RES_1952,3303302,13733,5733,6667,7066
RES_1953,3303302,17543,7120,8280,9263
RES_1954,3303302,20681,8796,10229,10452
RES_1955,3303302,3616,1838,2137,1479
RES_1956,3303302,8858,4180,4861,3997
RES_1957,3303302,11392,5150,5989,5403
RES_1958,3303302,1341,660,767,574
RES_1959,3303302,83,39,45,38
RES_1960,3303302,519,247,287,232
RES_1961,3303302,1526,690,802,724
RES_1962,3303302,1978,939,1092,886
RES_1963,3303302,1696,838,974,722
RES_1964,3303302,12392,5670,6593,5799
RES_1965,3303302,1280,603,701,579
RES_1966,3303302,534,267,310,224
RES_1967,3303302,918,486,565,353
RES_1968,3303302,411,185,215,196
RES_1969,3303302,496,196,228,268
RES_1970,3303302,1302,607,706,596
RES_1971,3303302,166,90,105,61
RES_1972,3303302,34,16,19,15
RES_1973,3303302,196,111,129,67
RES_1974,3303302,1493,698,812,681
RES_1975,3303302,1640,732,851,789
RES_1976,3303302,1717,833,969,748
RES_1977,3303302,1721,795,924,797
RES_1978,3303302,895,413,480,415
RES_1979,3303302,220,97,113,107
RES_1980,3303302,1391,700,814,577
RES_1981,3303302,2148,1011,1176,972
RES_1982,3303302,106,50,58,48
RES_1983,3303302,747,383,445,302
RES_1984,3303302,1100,563,655,445
RES_1985,3303302,152,70,81,71
RES_1986,3303302,871,401,466,405
RES_1987,3303302,867,436,507,360
RES_1988,3303302,683,341,397,286
RES_1989,3303302,78,37,43,35
RES_1990,3303302,320,152,177,143
RES_1991,3303302,478,250,291,187
RES_1992,3303302,1158,542,630,528
RES_1993,3303302,423,225,262,161
RES_1994,3303302,401,191,222,179
RES_1995,3303302,129,61,71,58
RES_1996,3303302,81,37,43,38
RES_1997,3303302,427,187,217,210
RES_1998,3303302,983,456,530,453
RES_1999,3303302,173,88,102,71
RES_2000,3303302,720,341,397,323
RES_2001,3303302,856,425,494,362
RES_2002,3303302,1223,594,691,532
RES_2003,3303302,1515,699,813,702
RES_2004,3303302,757,349,406,351
RES_2005,3303302,358,173,201,157
RES_2006,3303302,735,347,404,331
RES_2007,3303302,850,449,522,328
RES_2008,3303302,721,364,423,298
RES_2009,3303302,590,309,359,231
RES_2010,3303302,329,168,195,134
RES_2011,3303302,592,289,336,256
RES_2012,3303302,373,188,219,154
RES_2013,3303302,796,394,458,338
RES_2014,3303302,526,265,308,218
RES_2015,3303302,272,145,169,103
RES_2016,3303302,1931,934,1086,845
RES_2017,3303302,1120,532,619,501
RES_2018,3303302,206,111,129,77
RES_2019,3303302,797,390,454,343
RES_2020,3303302,152,72,84,68
RES_2021,3303302,703,371,431,272
RES_2022,3303302,878,420,488,390
RES_2023,3303302,1198,565,657,541
RES_2024,3303302,1725,814,947,778
RES_2025,3303302,977,457,531,446
RES_2026,3303302,559,263,306,253
RES_2027,3303302,235,120,140,95
RES_2028,3303302,211,93,108,103
RES_2029,3303302,72,34,40,32
RES_2030,3303302,279,144,167,112
RES_2031,3303302,493,243,283,210
RES_2032,3303302,673,333,387,286
RES_2033,3303302,435,220,256,179
RES_2034,3303302,589,285,331,258
RES_2035,3303302,1414,732,851,563
RES_2036,3303302,33,15,17,16
RES_2037,3303302,272,129,150,122
RES_2038,3303302,360,179,208,152
RES_2039,3303302,141,69,80,61
RES_2040,3303302,3,1,1,2
RES_2041,3303302,239,116,135,104
RES_2042,3303302,25,12,14,11
RES_2043,3303302,1513,711,827,686
RES_2044,3303302,1776,809,941,835
RES_2045,3303302,46,22,26,20
RES_2046,3303302,1670,802,933,737
RES_2047,3303302,1375,593,690,685
RES_2048,3303302,90,44,51,39
RES_2049,3303302,1298,593,690,608
RES_2050,3303302,1196,554,644,552
RES_2051,3303302,1313,612,712,601
RES_2052,3303302,1580,778,905,675
RES_2053,3303302,723,317,369,354
RES_2054,3303302,567,279,324,243
RES_2055,3303302,1372,645,750,622
RES_2056,3303302,1586,763,887,699
RES_2057,3303302,574,272,316,258
RES_2058,3303302,1034,450,523,511
RES_2059,3303302,1031,536,623,408
RES_2060,3303302,837,428,498,339
RES_2061,3303302,647,315,366,281
RES_2062,3303302,602,297,345,257
RES_2063,3303302,997,532,619,378
RES_2064,3303302,777,375,436,341
RES_2065,3303302,247,115,134,113
RES_2066,3303302,2891,1300,1512,1379
RES_2067,3303302,348,174,202,146
RES_2068,3303302,1394,679,790,604
RES_2069,3303302,39,18,21,18
RES_2070,3303302,3,1,1,2
RES_2071,3303302,767,369,429,338
RES_2072,3303302,834,395,459,375
RES_2073,3303302,292,145,169,123
RES_2074,3303302,1684,828,963,721
RES_2075,3303302,140,70,81,59
RES_2076,3303302,343,167,194,149
RES_2077,3303302,1043,523,608,435
RES_2078,3303302,92,47,55,37
RES_2079,3303302,2088,999,1162,926
RES_2080,3303302,2366,1160,1349,1017
RES_2081,3303302,233,109,127,106
RES_2082,3303302,304,150,174,130
RES_2083,3303302,1755,813,945,810
RES_2084,3303302,3699,1791,2083,1616
RES_2085,3303302,271,145,169,102
RES_2086,3303302,1088,560,651,437
RES_2087,3303302,500,220,256,244
RES_2088,3303302,9982,4703,5469,4513
RES_2089,3303302,6225,2925,3401,2824
RES_2090,3303302,9630,4602,5351,4279
RES_2091,3303302,1625,792,921,704
RES_2092,3303302,955,442,514,441
RES_2093,3303302,2434,1135,1320,1114
RES_2094,3303302,78,37,43,35
RES_2095,3303302,399,214,249,150
RES_2096,3303302,563,272,316,247
RES_2097,3303302,676,331,385,291
RES_2098,3303302,215,106,123,92
RES_2099,3303302,188,98,114,74
RES_2100,3303302,642,335,390,252
RES_2101,3303302,2056,1027,1194,862
RES_2102,3303302,655,322,374,281
RES_2103,3303302,493,245,285,208
RES_2104,3303302,991,503,585,406
RES_2105,3303302,220,104,121,99
RES_2106,3303302,266,125,145,121
RES_2107,3303302,94,37,43,51
RES_2108,3303302,262,130,151,111
RES_2109,3303302,476,168,195,281
RES_2110,3303302,3100,1289,1499,1601
RES_2111,3303302,419,179,208,211
RES_2112,3303302,2322,994,1156,1166
RES_2113,3303302,793,354,412,381
RES_2114,3303302,424,208,242,182
RES_2115,3303302,154,78,91,63
RES_2116,3303302,664,322,374,290
RES_2117,3303302,548,284,330,218
RES_2118,3303302,1780,850,988,792
RES_2119,3303302,1939,894,1040,899
RES_2120,3303302,1080,499,580,500
RES_2121,3303302,1274,603,701,573
RES_2122,3303302,185,90,105,80
RES_2123,3303302,308,141,164,144
RES_2124,3303302,884,410,477,407
RES_2125,3303302,1285,621,722,563
RES_2126,3303302,459,235,273,186
RES_2127,3303302,362,179,208,154
RES_2128,3303302,477,239,278,199
RES_2129,3303302,486,240,279,207
RES_2130,3303302,569,275,320,249
RES_2131,3303302,259,124,144,115
RES_2132,3303302,273,130,151,122
RES_2133,3303302,1411,707,822,589
RES_2134,3303302,1800,828,963,837
RES_2135,3303302,858,412,479,379
RES_2136,3303302,132,67,78,54
RES_2137,3303302,241,126,147,94
RES_2138,3303302,2,1,1,1
RES_2139,3303302,19,9,10,9
RES_2140,3303302,82,45,52,30
RES_2141,3303302,790,394,458,332
RES_2142,3303302,5,2,2,3
RES_2143,3303302,812,381,443,369
RES_2144,3303302,454,224,260,194
RES_2145,3303302,635,335,390,245
RES_2146,3303302,378,175,204,174
RES_2147,3303302,1577,754,877,700
RES_2148,3303302,243,118,137,106
RES_2149,3303302,349,165,192,157
RES_2150,3303302,314,146,170,144
RES_2151,3303302,435,232,270,165
RES_2152,3303302,344,160,186,158
RES_2153,3303302,29,14,16,13
RES_2154,3303302,398,191,222,176
RES_2155,3303302,241,113,131,110
RES_2156,3303302,70,33,38,32
RES_2157,3303302,25,12,14,11
RES_2158,3303302,670,323,376,294
RES_2159,3303302,480,237,276,204
RES_2160,3303302,123,67,78,45
RES_2161,3303302,1336,628,730,606
RES_2162,3303302,332,158,184,148
RES_2163,3303302,402,174,202,200
RES_2164,3303302,497,265,308,189
RES_2165,3303302,835,435,506,329
RES_2166,3303302,729,382,444,285
RES_2167,3303302,598,293,341,257
RES_2168,3303302,633,309,359,274
RES_2169,3303302,408,175,204,204
RES_2170,3303302,321,149,173,148
RES_2171,3303302,344,156,181,163
RES_2172,3303302,1183,553,643,540
RES_2173,3303302,633,307,357,276
RES_2174,3303302,498,224,260,238
RES_2175,3303302,1021,485,564,457
RES_2176,3303302,1080,491,571,509
RES_2177,3303302,824,345,401,423
RES_2178,3303302,229,116,135,94
RES_2179,3303302,1046,462,537,509
RES_2180,3303302,642,292,340,302
RES_2181,3303302,414,198,230,184
RES_2182,3303302,384,176,205,179
RES_2183,3303302,442,191,222,220
RES_2184,3303302,2842,1254,1458,1384
RES_2185,3303302,2704,1232,1433,1271
RES_2186,3303302,2409,1152,1340,1069
RES_2187,3303302,1352,635,738,614
RES_2188,3303302,451,262,305,146
RES_2189,3303302,128,60,70,58
RES_2190,3303302,575,295,343,232
RES_2191,3303302,2548,1178,1370,1178
RES_2192,3303302,2162,1044,1214,948
RES_2193,3303302,559,279,324,235
RES_2194,3303302,153,78,91,62
RES_2195,3303302,2738,1295,1506,1232
RES_2196,3303302,533,244,284,249
RES_2197,3303302,756,355,413,343
RES_2198,3303302,10,5,6,4
RES_2199,3303302,639,269,313,326
RES_2200,3303302,521,234,272,249
RES_2201,3303500,2792,1052,1223,1569
RES_2202,3303500,760,286,333,427
RES_2203,3303500,6538,2392,2782,3756
RES_2204,3303500,1317,467,543,774
RES_2205,3303500,3012,1059,1231,1781
RES_2206,3303500,3469,1240,1442,2027
RES_2207,3303500,2945,1065,1238,1707
RES_2208,3303500,918,320,372,546
RES_2209,3303500,3256,1117,1299,1957
RES_2210,3303500,583,208,242,341
RES_2211,3303500,216,80,93,123
RES_2212,3303500,1995,683,794,1201
RES_2213,3303500,1101,408,474,627
RES_2214,3303500,1258,451,524,734
RES_2215,3303500,309,115,134,175
RES_2216,3303500,557,191,222,335
RES_2217,3303500,1610,558,649,961
RES_2218,3303500,2830,983,1143,1687
RES_2219,3303500,312,106,123,189
RES_2220,3303500,1922,695,808,1114
RES_2221,3303500,993,365,424,569
RES_2222,3303500,198,73,85,113
RES_2223,3303500,181,61,71,110
RES_2224,3303500,1631,581,676,955
RES_2225,3303500,697,244,284,413
RES_2226,3303500,2377,860,1000,1377
