id,municipality_code,census_population,age_15_59_measured_or_suppression_proxy,census_municipal_employment_calibrated
RES_4908,3304557,324,176.0,123
RES_4909,3304557,766,445.0,312
RES_4910,3304557,3345,2106.0,1476
RES_4911,3304557,1403,920.0,645
RES_4912,3304557,373,216.0,151
RES_4913,3304557,1325,860.0,603
RES_4914,3304557,1639,1038.0,728
RES_4915,3304557,80,50.4759029417188,35
RES_4916,3304557,2227,1411.0,989
RES_4917,3304557,1018,625.0,438
RES_4918,3304557,3574,2187.0,1533
RES_4919,3304557,977,629.0,441
RES_4920,3304557,4673,2945.0,2065
RES_4921,3304557,5153,3276.0,2297
RES_4922,3304557,1582,976.0,684
RES_4923,3304557,3439,2115.0,1483
RES_4924,3304557,1131,702.0,492
RES_4925,3304557,973,607.0,426
RES_4926,3304557,2571,1645.0,1153
RES_4927,3304557,466,306.0,215
RES_4928,3304557,845,547.0,383
RES_4929,3304557,645,411.0,288
RES_4930,3304557,807,513.0,360
RES_4931,3304557,426,277.0,194
RES_4932,3304557,3198,2102.0,1474
RES_4933,3304557,781,508.0,356
RES_4934,3304557,2229,1452.0,1018
RES_4935,3304557,2849,1709.0,1198
RES_4936,3304557,3117,1958.0,1373
RES_4937,3304557,2088,1306.0,916
RES_4938,3304557,2739,1766.0,1238
RES_4939,3304557,280,177.0,124
RES_4940,3304557,476,298.0,209
RES_4941,3304557,415,263.0,184
RES_4942,3304557,255,166.0,116
RES_4943,3304557,671,425.0,298
RES_4944,3304557,751,404.0,283
RES_4945,3304557,6212,3633.0,2547
RES_4946,3304557,5637,3343.0,2344
RES_4947,3304557,4495,2742.0,1922
RES_4948,3304557,732,432.0,303
RES_4949,3304557,3848,2318.0,1625
RES_4950,3304557,3000,1828.0,1281
RES_4951,3304557,1890,1175.0,824
RES_4952,3304557,519,319.0,224
RES_4953,3304557,782,463.0,325
RES_4954,3304557,2442,1483.0,1040
RES_4955,3304557,4602,2897.0,2031
RES_4956,3304557,5287,3321.0,2328
RES_4957,3304557,2656,1742.0,1221
RES_4958,3304557,2599,1630.0,1143
RES_4959,3304557,2006,1316.0,923
RES_4960,3304557,669,407.0,285
RES_4961,3304557,589,358.0,251
RES_4962,3304557,3196,2045.0,1434
RES_4963,3304557,5027,3009.0,2109
RES_4964,3304557,1045,665.0,466
RES_4965,3304557,2063,1261.0,884
RES_4966,3304557,1336,863.0,605
RES_4967,3304557,961,626.0,439
RES_4968,3304557,545,374.0,262
RES_4969,3304557,208,137.0,96
RES_4970,3304557,6702,4415.0,3095
RES_4971,3304557,1604,1040.0,729
RES_4972,3304557,724,466.0,327
RES_4973,3304557,1747,1176.0,824
RES_4974,3304557,66,41.0,29
RES_4975,3304557,2047,1202.0,843
RES_4976,3304557,394,211.0,148
RES_4977,3304557,3282,1942.0,1361
RES_4978,3304557,4686,2700.0,1893
RES_4979,3304557,2980,1783.0,1250
RES_4980,3304557,4356,2550.0,1788
RES_4981,3304557,2550,1533.0,1075
RES_4982,3304557,5259,3607.0,2529
RES_4983,3304557,894,632.0,443
RES_4984,3304557,553,344.0,241
RES_4985,3304557,1645,1158.0,812
RES_4986,3304557,577,378.0,265
RES_4987,3304557,1004,674.6665660296015,473
RES_4988,3304557,296,193.0,135
RES_4989,3304557,1772,1087.0,762
RES_4990,3304557,491,261.0,183
RES_4991,3304557,520,367.0,257
RES_4992,3304557,232,141.0,99
RES_4993,3304557,2541,1702.0,1193
RES_4994,3304557,1222,780.0,547
RES_4995,3304557,2365,1573.0,1103
RES_4996,3304557,4034,2664.0,1868
RES_4997,3304557,1011,656.0,460
RES_4998,3304557,1659,1151.0,807
RES_4999,3304557,48,30.285541765031283,21
RES_5000,3304557,1183,781.4998490444024,548
RES_5001,3304557,72,45.428312647546925,32
RES_5002,3304557,551,350.0,245
RES_5003,3304557,4775,2816.0,1974
RES_5004,3304557,6036,3797.809336912117,2662
RES_5005,3304557,7139,4272.0,2995
RES_5006,3304557,6379,4214.0,2954
RES_5007,3304557,4414,2700.0,1893
RES_5008,3304557,3277,1975.0,1385
RES_5009,3304557,2225,1273.0,892
RES_5010,3304557,47,29.654592978259796,21
RES_5011,3304557,433,258.0,181
RES_5012,3304557,92,54.0,38
RES_5013,3304557,692,414.0,290
RES_5014,3304557,3203,2062.0,1446
RES_5015,3304557,176,118.0,83
RES_5016,3304557,1265,832.0,583
RES_5017,3304557,116,68.0,48
RES_5018,3304557,1994,1221.0,856
RES_5019,3304557,7556,4734.0,3319
RES_5020,3304557,1456,906.0,635
RES_5021,3304557,1309,812.0,569
RES_5022,3304557,5102,3234.0,2267
RES_5023,3304557,2826,1750.2499245222011,1227
RES_5024,3304557,115,73.0,51
RES_5025,3304557,4105,2642.0,1852
RES_5026,3304557,6396,4197.0,2942
RES_5027,3304557,3707,2358.0,1653
RES_5028,3304557,7146,4554.0,3193
RES_5029,3304557,1236,787.0,552
RES_5030,3304557,561,359.0,252
RES_5031,3304557,1012,651.0,456
RES_5032,3304557,50,31.54743933857425,22
RES_5033,3304557,506,321.0,225
RES_5034,3304557,200,120.0,84
RES_5035,3304557,134,85.0,60
RES_5036,3304557,380,247.0,173
RES_5037,3304557,1138,727.0,510
RES_5038,3304557,265,175.0,123
RES_5039,3304557,126,75.0,53
RES_5040,3304557,81,51.106851728490284,36
RES_5041,3304557,214,132.0,93
RES_5042,3304557,2077,1317.0,923
RES_5043,3304557,1402,896.0,628
RES_5044,3304557,140,88.0,62
RES_5045,3304557,124,81.0,57
RES_5046,3304557,183,117.0,82
RES_5047,3304557,54,34.07123448566019,24
RES_5048,3304557,136,84.0,59
RES_5049,3304557,97,63.0,44
RES_5050,3304557,272,162.0,114
RES_5051,3304557,469,283.0,198
RES_5052,3304557,706,433.0,304
RES_5053,3304557,1177,727.0,510
RES_5054,3304557,1382,823.0,577
RES_5055,3304557,5495,3423.0,2400
RES_5056,3304557,537,307.0,215
RES_5057,3304557,5556,3464.0,2428
RES_5058,3304557,967,581.0,407
RES_5059,3304557,4912,3080.0,2159
RES_5060,3304557,527,340.0,238
RES_5061,3304557,293,183.0,128
RES_5062,3304557,536,342.0,240
RES_5063,3304557,8312,5238.0,3672
RES_5064,3304557,4548,2831.0,1985
RES_5065,3304557,1448,938.0,658
RES_5066,3304557,1153,730.0,512
RES_5067,3304557,7895,4920.0,3449
RES_5068,3304557,961,602.0,422
RES_5069,3304557,1687,1036.0,726
RES_5070,3304557,203,132.0,93
RES_5071,3304557,1036,651.0,456
RES_5072,3304557,8,5.04759029417188,4
RES_5073,3304557,300,199.0,140
RES_5074,3304557,778,493.7973638607754,346
RES_5075,3304557,275,195.0,137
RES_5076,3304557,1121,685.0,480
RES_5077,3304557,4197,2770.0,1942
RES_5078,3304557,5348,3520.0,2468
RES_5079,3304557,720,491.0,344
RES_5080,3304557,2163,1391.2855417650312,975
RES_5081,3304557,5852,3863.0227384579025,2708
RES_5082,3304557,1173,798.0,559
RES_5083,3304557,4624,3043.6039835721353,2134
RES_5084,3304557,282,187.0,131
RES_5085,3304557,453,282.0,198
RES_5086,3304557,317,209.0,147
RES_5087,3304557,217,140.0,98
RES_5088,3304557,1164,853.0,598
RES_5089,3304557,132,81.0,57
RES_5090,3304557,2934,1954.0,1370
RES_5091,3304557,868,568.0,398
RES_5092,3304557,1846,1210.0,848
RES_5093,3304557,520,353.0,247
RES_5094,3304557,96,65.0,46
RES_5095,3304557,150,98.0,69
RES_5096,3304557,131,85.0,60
RES_5097,3304557,204,140.0,98
RES_5098,3304557,983,636.0,446
RES_5099,3304557,1110,794.0,557
RES_5100,3304557,121,93.0,65
RES_5101,3304557,1405,1012.785692720629,710
RES_5102,3304557,2052,1500.0,1052
RES_5103,3304557,1394,966.9996980888047,678
RES_5104,3304557,5723,3911.0,2742
RES_5105,3304557,1502,1122.0,787
RES_5106,3304557,3252,2328.0,1632
RES_5107,3304557,100,63.0,44
RES_5108,3304557,1038,716.0,502
RES_5109,3304557,289,188.43998378769345,132
RES_5110,3304557,92,55.04759029417188,39
RES_5111,3304557,602,324.0,227
RES_5112,3304557,509,288.79706194958015,202
RES_5113,3304557,749,416.0,292
RES_5114,3304557,30,18.92846360314455,13
RES_5115,3304557,632,373.3448031993497,262
RES_5116,3304557,37,23.345105110544946,16
RES_5117,3304557,501,320.0,224
RES_5118,3304557,760,514.0,360
RES_5119,3304557,1924,1400.0,981
RES_5120,3304557,515,348.0,244
RES_5121,3304557,3738,2651.0,1858
RES_5122,3304557,2341,1630.0,1143
RES_5123,3304557,275,174.0,122
RES_5124,3304557,526,391.0,274
RES_5125,3304557,4372,3214.0,2253
RES_5126,3304557,8084,5712.0,4004
RES_5127,3304557,354,287.0,201
RES_5128,3304557,494,393.0,276
RES_5129,3304557,1968,1355.0,950
RES_5130,3304557,4234,3068.0,2151
RES_5131,3304557,4139,3062.0,2147
RES_5132,3304557,2495,1783.0,1250
RES_5133,3304557,3217,2410.0,1689
RES_5134,3304557,5557,4177.0,2928
RES_5135,3304557,376,283.0,198
RES_5136,3304557,549,425.0,298
RES_5137,3304557,1024,739.0,518
RES_5138,3304557,457,314.0,220
RES_5139,3304557,1909,1163.0,815
RES_5140,3304557,465,278.0,195
RES_5141,3304557,3960,2432.0,1705
RES_5142,3304557,5770,3263.0,2287
RES_5143,3304557,2093,1366.3923934935215,958
RES_5144,3304557,3224,1905.0,1335
RES_5145,3304557,3950,2625.0,1840
RES_5146,3304557,7,4.416641507400395,3
RES_5147,3304557,428,269.0,189
RES_5148,3304557,447,265.0,186
RES_5149,3304557,1045,664.2023342280293,466
RES_5150,3304557,1461,966.0,677
RES_5151,3304557,49,30.916490551802767,22
RES_5152,3304557,250,146.0,102
RES_5153,3304557,4089,2512.1068517284903,1761
RES_5154,3304557,444,296.0,208
RES_5155,3304557,2192,1378.0,966
RES_5156,3304557,613,318.0,223
RES_5157,3304557,4981,2901.6309487867716,2034
RES_5158,3304557,725,466.0,327
RES_5159,3304557,230,145.11822095744157,102
RES_5160,3304557,1802,1150.0,806
RES_5161,3304557,2035,1052.0,737
RES_5162,3304557,4882,2528.0,1772
RES_5163,3304557,426,269.0,189
RES_5164,3304557,1710,1119.0,784
RES_5165,3304557,5067,3122.0,2189
RES_5166,3304557,2211,1307.7731158468966,917
RES_5167,3304557,919,578.0,405
RES_5168,3304557,3766,2124.0,1489
RES_5169,3304557,780,359.0,252
RES_5170,3304557,1405,828.9521077946329,581
RES_5171,3304557,1004,554.4519568390352,389
RES_5172,3304557,1975,1219.0,855
RES_5173,3304557,2641,1715.0,1202
RES_5174,3304557,6880,3720.2972129051777,2608
RES_5175,3304557,3599,2102.0,1474
RES_5176,3304557,6716,4083.0,2862
RES_5177,3304557,357,208.0,146
RES_5178,3304557,6489,3645.4624203344006,2556
RES_5179,3304557,1443,715.2379514708593,501
RES_5180,3304557,1300,742.0,520
RES_5181,3304557,7531,4420.749471655408,3099
RES_5182,3304557,773,449.0,315
RES_5183,3304557,1204,657.0,461
RES_5184,3304557,20504,12042.344501288155,8442
RES_5185,3304557,741,531.0,372
RES_5186,3304557,3194,1894.0,1328
RES_5187,3304557,4293,2542.0113692289515,1782
RES_5188,3304557,5448,3155.4166415074005,2212
RES_5189,3304557,4290,2769.4998490444023,1942
RES_5190,3304557,808,606.0,425
RES_5191,3304557,4219,2602.5351643760373,1824
RES_5192,3304557,1134,679.0,476
RES_5193,3304557,425,254.54743933857424,178
RES_5194,3304557,1082,653.0,458
RES_5195,3304557,218,166.0,116
RES_5196,3304557,118,71.0,50
RES_5197,3304557,729,500.0,351
RES_5198,3304557,277,226.0,158
RES_5199,3304557,2213,1495.0,1048
RES_5200,3304557,2368,1669.0,1170
RES_5201,3304557,1068,705.0,494
RES_5202,3304557,264,199.0,140
RES_5203,3304557,828,600.0,421
RES_5204,3304557,985,672.0,471
RES_5205,3304557,87,62.0,43
RES_5206,3304557,1264,899.0,630
RES_5207,3304557,129,83.0,58
RES_5208,3304557,3637,2476.0,1736
RES_5209,3304557,255,160.0,112
RES_5210,3304557,1178,759.3451051105449,532
RES_5211,3304557,1374,931.0,653
RES_5212,3304557,1027,618.0,433
RES_5213,3304557,1341,896.0,628
RES_5214,3304557,534,352.0,247
RES_5215,3304557,534,356.0,250
RES_5216,3304557,931,582.0,408
RES_5217,3304557,11119,7600.0,5328
RES_5218,3304557,682,462.0,324
RES_5219,3304557,70,44.16641507400395,31
RES_5220,3304557,1559,1084.0,760
RES_5221,3304557,849,566.0,397
RES_5222,3304557,156,105.0,74
RES_5223,3304557,1314,896.0,628
RES_5224,3304557,473,329.0,231
RES_5225,3304557,879,581.0,407
RES_5226,3304557,102,71.0,50
RES_5227,3304557,15,9.464231801572275,7
RES_5228,3304557,180,110.0,77
RES_5229,3304557,100,63.0948786771485,44
RES_5230,3304557,99,69.0,48
RES_5231,3304557,458,319.0,224
RES_5232,3304557,555,409.0,287
RES_5233,3304557,785,524.0,367
RES_5234,3304557,14,8.83328301480079,6
RES_5235,3304557,166,144.0,101
RES_5236,3304557,60,37.8569272062891,27
RES_5237,3304557,1650,1120.0,785
RES_5238,3304557,1266,831.0,583
RES_5239,3304557,429,250.0,175
RES_5240,3304557,1708,1108.0,777
RES_5241,3304557,36,22.714156323773462,16
RES_5242,3304557,687,395.0,277
RES_5243,3304557,1541,1033.3211590078613,724
RES_5244,3304557,971,613.0,430
RES_5245,3304557,1142,732.0,513
RES_5246,3304557,484,308.1424689713204,216
RES_5247,3304557,316,206.0,144
RES_5248,3304557,588,381.0,267
RES_5249,3304557,396,231.0,162
RES_5250,3304557,580,418.0,293
RES_5251,3304557,1417,944.0,662
RES_5252,3304557,1237,846.0,593
RES_5253,3304557,468,303.0,212
RES_5254,3304557,627,462.0,324
RES_5255,3304557,219,150.0,105
RES_5256,3304557,176,131.0,92
RES_5257,3304557,1087,708.0,496
RES_5258,3304557,1269,882.0,618
RES_5259,3304557,624,433.0,304
RES_5260,3304557,200,122.0,86
RES_5261,3304557,855,553.2618975735429,388
RES_5262,3304557,117,70.0,49
RES_5263,3304557,6667,4757.0,3335
RES_5264,3304557,202,132.0,93
RES_5265,3304557,45,28.392695404716825,20
RES_5266,3304557,1640,1090.0,764
RES_5267,3304557,1152,689.0,483
RES_5268,3304557,137,110.0,77
RES_5269,3304557,375,233.0,163
RES_5270,3304557,9301,6177.0,4330
RES_5271,3304557,1866,1271.0,891
RES_5272,3304557,283,175.0,123
RES_5273,3304557,325,221.0,155
RES_5274,3304557,3198,2345.4759029417187,1644
RES_5275,3304557,6704,4688.0,3286
RES_5276,3304557,2348,1567.0,1099
RES_5277,3304557,5573,3779.0,2649
RES_5278,3304557,2444,1659.0,1163
RES_5279,3304557,5345,3915.0,2745
RES_5280,3304557,6488,4193.0,2939
RES_5281,3304557,4352,2755.76084088436,1932
RES_5282,3304557,2430,1584.0,1110
RES_5283,3304557,1345,836.0,586
RES_5284,3304557,6505,4036.0,2829
RES_5285,3304557,3865,2462.0,1726
RES_5286,3304557,1687,1189.9757519861212,834
RES_5287,3304557,255,157.0,110
RES_5288,3304557,8189,5117.0,3587
RES_5289,3304557,6252,3881.094576765953,2721
RES_5290,3304557,3779,2387.0,1673
RES_5291,3304557,2039,1278.0,896
RES_5292,3304557,8333,5177.0,3629
RES_5293,3304557,2373,1513.7614447067501,1061
RES_5294,3304557,624,517.0,362
RES_5295,3304557,3965,2484.0,1741
RES_5296,3304557,1784,1317.0,923
RES_5297,3304557,3119,2084.0,1461
RES_5298,3304557,498,340.39269540471685,239
RES_5299,3304557,755,506.0,355
RES_5300,3304557,217,140.0,98
RES_5301,3304557,661,437.0,306
RES_5302,3304557,333,256.0,179
RES_5303,3304557,158,105.0,74
RES_5304,3304557,341,239.0,168
RES_5305,3304557,111,68.0,48
RES_5306,3304557,1894,1372.0,962
RES_5307,3304557,3789,2815.0948786771487,1973
RES_5308,3304557,288,230.0,161
RES_5309,3304557,3535,2641.0,1851
RES_5310,3304557,2765,2157.0,1512
RES_5311,3304557,328,238.0,167
RES_5312,3304557,4962,3698.0,2592
RES_5313,3304557,187,134.0,94
RES_5314,3304557,1319,1079.0,756
RES_5315,3304557,1200,885.0,620
RES_5316,3304557,216,151.0,106
RES_5317,3304557,719,532.0,373
RES_5318,3304557,20,12.6189757354297,9
RES_5319,3304557,164,115.0,81
RES_5320,3304557,594,363.0,254
RES_5321,3304557,1104,673.0,472
RES_5322,3304557,781,500.0,351
RES_5323,3304557,2698,1667.0,1169
RES_5324,3304557,6565,4100.559412389916,2875
RES_5325,3304557,7041,4337.0,3040
RES_5326,3304557,631,396.0,278
RES_5327,3304557,4046,2478.0,1737
RES_5328,3304557,214,144.0,101
RES_5329,3304557,558,334.0,234
RES_5330,3304557,1828,1194.0,837
RES_5331,3304557,372,226.0,158
RES_5332,3304557,39,24.607002684087917,17
RES_5333,3304557,309,189.0,132
RES_5334,3304557,38,23.97605389731643,17
RES_5335,3304557,2302,1460.0,1024
RES_5336,3304557,2101,1303.0,913
RES_5337,3304557,5122,3367.0,2360
RES_5338,3304557,1288,854.0,599
RES_5339,3304557,1518,1066.0,747
RES_5340,3304557,5215,3397.0,2381
RES_5341,3304557,8285,5495.0,3852
RES_5342,3304557,420,287.0,201
RES_5343,3304557,3384,2202.0,1544
RES_5344,3304557,586,328.0,230
RES_5345,3304557,4645,2971.0,2083
RES_5346,3304557,2584,1836.0,1287
RES_5347,3304557,119,72.0,50
RES_5348,3304557,1704,1026.0,719
RES_5349,3304557,3169,2002.0,1403
RES_5350,3304557,3119,1918.0,1345
RES_5351,3304557,654,405.0,284
RES_5352,3304557,1499,999.0,700
RES_5353,3304557,653,396.0,278
RES_5354,3304557,217,146.0,102
RES_5355,3304557,1495,936.0,656
RES_5356,3304557,123,77.0,54
RES_5357,3304557,2858,1763.0,1236
RES_5358,3304557,1538,927.0,650
RES_5359,3304557,4074,2532.0,1775
RES_5360,3304557,232,149.0,104
RES_5361,3304557,262,171.0,120
RES_5362,3304557,963,615.0,431
RES_5363,3304557,553,348.0,244
RES_5364,3304557,688,458.0,321
RES_5365,3304557,3026,1863.0,1306
RES_5366,3304557,6036,3880.0,2720
RES_5367,3304557,1035,644.0,451
RES_5368,3304557,95,56.0,39
RES_5369,3304557,3349,2178.0,1527
RES_5370,3304557,1440,956.0,670
RES_5371,3304557,332,185.0,130
RES_5372,3304557,411,320.0,224
RES_5373,3304557,6127,3712.0,2602
RES_5374,3304557,5635,3596.0,2521
RES_5375,3304557,5080,3093.7129486789922,2169
RES_5376,3304557,4157,2591.0,1816
RES_5377,3304557,1020,657.0,461
RES_5378,3304557,5666,3736.0,2619
RES_5379,3304557,8613,5785.0,4055
RES_5380,3304557,947,575.0,403
RES_5381,3304557,1895,1246.0,873
RES_5382,3304557,6093,3819.0,2677
RES_5383,3304557,8498,5220.0,3659
RES_5384,3304557,3318,2046.0,1434
RES_5385,3304557,391,273.0,191
RES_5386,3304557,4360,2788.0,1954
RES_5387,3304557,3535,2187.0,1533
RES_5388,3304557,2026,1245.0,873
RES_5389,3304557,5,3.154743933857425,2
RES_5390,3304557,129,85.0,60
RES_5391,3304557,1252,801.0,562
RES_5392,3304557,5751,3739.0,2621
RES_5393,3304557,995,679.0,476
RES_5394,3304557,530,363.0,254
RES_5395,3304557,212,150.0,105
RES_5396,3304557,258,150.0,105
RES_5397,3304557,2320,1436.0,1007
RES_5398,3304557,2745,1699.0,1191
RES_5399,3304557,699,401.0,281
RES_5400,3304557,523,333.0,233
RES_5401,3304557,1023,637.0,447
RES_5402,3304557,168,101.0,71
RES_5403,3304557,141,89.0,62
RES_5404,3304557,438,237.0,166
RES_5405,3304557,429,278.0,195
RES_5406,3304557,1077,670.0,470
RES_5407,3304557,109,74.0,52
RES_5408,3304557,1008,638.0,447
RES_5409,3304557,1759,1133.0,794
RES_5410,3304557,83,50.0,35
RES_5411,3304557,244,155.0,109
RES_5412,3304557,800,518.0,363
RES_5413,3304557,326,218.0,153
RES_5414,3304557,457,289.0,203
RES_5415,3304557,384,257.0,180
RES_5416,3304557,2558,1645.0,1153
RES_5417,3304557,810,527.0,369
RES_5418,3304557,276,173.0,121
RES_5419,3304557,1068,668.0,468
RES_5420,3304557,2365,1459.0,1023
RES_5421,3304557,444,265.0,186
RES_5422,3304557,1456,851.0,597
RES_5423,3304557,785,460.0,322
RES_5424,3304557,1292,806.0,565
RES_5425,3304557,1048,655.0,459
RES_5426,3304557,5781,3894.0,2730
RES_5427,3304557,6214,4255.0,2983
RES_5428,3304557,723,494.0,346
RES_5429,3304557,363,230.0,161
RES_5430,3304557,1073,723.0,507
RES_5431,3304557,3199,2151.0,1508
RES_5432,3304557,6559,4470.0,3134
RES_5433,3304557,93,63.0,44
RES_5434,3304557,312,203.0,142
RES_5435,3304557,432,272.0,191
RES_5436,3304557,1208,821.0,576
RES_5437,3304557,2988,1960.0,1374
RES_5438,3304557,758,492.0,345
RES_5439,3304557,617,401.0,281
RES_5440,3304557,438,291.0,204
RES_5441,3304557,1652,1055.0,740
RES_5442,3304557,913,612.0,429
RES_5443,3304557,3317,2241.0,1571
RES_5444,3304557,1170,802.0,562
RES_5445,3304557,1049,688.0,482
RES_5446,3304557,426,277.0,194
RES_5447,3304557,500,346.0,243
RES_5448,3304557,780,517.0,362
RES_5449,3304557,1642,1186.0,831
RES_5450,3304557,1874,1286.0,902
RES_5451,3304557,565,367.0,257
RES_5452,3304557,4292,2881.0,2020
RES_5453,3304557,2462,1629.0,1142
RES_5454,3304557,4,2.52379514708594,2
RES_5455,3304557,1283,829.0,581
RES_5456,3304557,4733,3087.0,2164
RES_5457,3304557,5921,3850.0,2699
RES_5458,3304557,4555,2928.0,2053
RES_5459,3304557,295,193.0,135
RES_5460,3304557,640,435.0,305
RES_5461,3304557,321,210.0,147
RES_5462,3304557,1718,1125.0,789
RES_5463,3304557,2128,1407.0,986
RES_5464,3304557,2786,1827.0,1281
RES_5465,3304557,3431,2213.0,1551
RES_5466,3304557,8,5.04759029417188,4
RES_5467,3304557,7,4.416641507400395,3
RES_5468,3304557,1152,804.8093369121173,564
RES_5469,3304557,435,287.0,201
RES_5470,3304557,2262,1521.0,1066
RES_5471,3304557,493,344.0,241
RES_5472,3304557,97,59.559412389916034,42
RES_5473,3304557,1556,1005.0,705
RES_5474,3304557,2884,1920.0,1346
RES_5475,3304557,801,557.0,390
RES_5476,3304557,1968,1295.0,908
RES_5477,3304557,1165,747.0,524
RES_5478,3304557,448,303.0,212
RES_5479,3304557,836,562.0,394
RES_5480,3304557,1293,902.0,632
RES_5481,3304557,4153,2846.0,1995
RES_5482,3304557,919,631.0,442
RES_5483,3304557,92,73.0,51
RES_5484,3304557,751,507.0,355
RES_5485,3304557,480,390.0,273
RES_5486,3304557,740,490.0,344
RES_5487,3304557,253,157.89284636031445,111
RES_5488,3304557,136,83.0,58
RES_5489,3304557,79,48.0,34
RES_5490,3304557,1464,974.0,683
RES_5491,3304557,1021,680.0,477
RES_5492,3304557,544,453.0,318
RES_5493,3304557,234,143.0,100
RES_5494,3304557,147,91.0,64
RES_5495,3304557,1131,753.0,528
RES_5496,3304557,1827,1379.0,967
RES_5497,3304557,100,61.0,43
RES_5498,3304557,326,213.0,149
RES_5499,3304557,409,281.0,197
RES_5500,3304557,804,530.0,372
RES_5501,3304557,285,176.0,123
RES_5502,3304557,1401,918.0,644
RES_5503,3304557,502,340.0,238
RES_5504,3304557,160,104.0,73
RES_5505,3304557,226,148.0,104
RES_5506,3304557,1050,671.0,470
RES_5507,3304557,509,345.0,242
RES_5508,3304557,493,326.0,229
RES_5509,3304557,302,189.0,132
RES_5510,3304557,340,225.34510511054495,158
RES_5511,3304557,485,280.8093369121172,197
RES_5512,3304557,1027,653.0,458
RES_5513,3304557,463,305.0,214
RES_5514,3304557,60,40.0,28
RES_5515,3304557,61,38.487875993060584,27
RES_5516,3304557,515,350.0,245
RES_5517,3304557,263,177.0,124
RES_5518,3304557,1539,1040.0,729
RES_5519,3304557,172,119.0,83
RES_5520,3304557,2443,1564.0,1096
RES_5521,3304557,883,555.0,389
RES_5522,3304557,306,200.0,140
RES_5523,3304557,220,151.0,106
RES_5524,3304557,68,42.90451750046098,30
RES_5525,3304557,882,577.0,404
RES_5526,3304557,1407,935.0,655
RES_5527,3304557,590,385.0,270
RES_5528,3304557,448,287.0,201
RES_5529,3304557,511,318.0,223
RES_5530,3304557,680,434.0,304
RES_5531,3304557,194,131.0,92
RES_5532,3304557,369,249.0,175
RES_5533,3304557,117,75.0,53
RES_5534,3304557,170,113.0,79
RES_5535,3304557,136,94.0,66
RES_5536,3304557,253,184.0,129
RES_5537,3304557,2297,1495.0,1048
RES_5538,3304557,180,111.0,78
RES_5539,3304557,227,153.0,107
RES_5540,3304557,299,201.0,141
RES_5541,3304557,234,152.0,107
RES_5542,3304557,988,654.0,458
RES_5543,3304557,365,235.0,165
RES_5544,3304557,513,339.0,238
RES_5545,3304557,1499,959.0,672
RES_5546,3304557,379,250.0,175
RES_5547,3304557,2605,1730.0,1213
RES_5548,3304557,540,379.0,266
RES_5549,3304557,343,221.0,155
RES_5550,3304557,1671,1192.0,836
RES_5551,3304557,5145,3609.0,2530
RES_5552,3304557,1574,1088.0,763
RES_5553,3304557,812,537.0,376
RES_5554,3304557,334,230.0,161
RES_5555,3304557,158,117.0,82
RES_5556,3304557,692,429.0,301
RES_5557,3304557,176,113.0,79
RES_5558,3304557,151,91.0,64
RES_5559,3304557,212,126.0,88
RES_5560,3304557,267,172.0,121
RES_5561,3304557,1014,642.0,450
RES_5562,3304557,217,130.0,91
RES_5563,3304557,538,343.0,240
RES_5564,3304557,475,310.0,217
RES_5565,3304557,396,256.0,179
RES_5566,3304557,458,291.0,204
RES_5567,3304557,336,215.0,151
RES_5568,3304557,353,246.0,172
RES_5569,3304557,1037,657.0,461
RES_5570,3304557,428,240.0,168
RES_5571,3304557,665,387.7737196692871,272
RES_5572,3304557,1903,1207.0,846
RES_5573,3304557,3407,2095.0,1469
RES_5574,3304557,1387,898.0,630
RES_5575,3304557,2688,1664.0,1167
RES_5576,3304557,1472,946.0,663
RES_5577,3304557,1206,896.0,628
RES_5578,3304557,3887,2353.0,1650
RES_5579,3304557,2093,1328.0,931
RES_5580,3304557,237,133.0,93
RES_5581,3304557,3844,2317.0,1624
RES_5582,3304557,1653,1048.0,735
RES_5583,3304557,646,402.0,282
RES_5584,3304557,661,426.0,299
RES_5585,3304557,1918,1197.0,839
RES_5586,3304557,361,229.0,161
RES_5587,3304557,3872,2426.0,1701
RES_5588,3304557,533,318.2379514708594,223
RES_5589,3304557,508,333.0,233
RES_5590,3304557,166,115.0,81
RES_5591,3304557,586,380.0,266
RES_5592,3304557,144,88.0,62
RES_5593,3304557,1693,1069.0,749
RES_5594,3304557,4378,2688.0,1884
RES_5595,3304557,286,165.0,116
RES_5596,3304557,852,560.0,393
RES_5597,3304557,1109,725.0,508
RES_5598,3304557,210,144.0,101
RES_5599,3304557,3669,2270.0,1591
RES_5600,3304557,1770,1031.368447390838,723
RES_5601,3304557,1862,1351.0,947
RES_5602,3304557,6431,4386.0,3075
RES_5603,3304557,2847,1997.0,1400
RES_5604,3304557,1288,929.0,651
RES_5605,3304557,401,311.0,218
RES_5606,3304557,871,596.0,418
RES_5607,3304557,139,99.0,69
RES_5608,3304557,1325,787.0,552
RES_5609,3304557,8267,5060.0,3547
RES_5610,3304557,4546,2834.0,1987
RES_5611,3304557,2044,1270.0,890
RES_5612,3304557,1920,1145.0,803
RES_5613,3304557,5711,3560.0,2496
RES_5614,3304557,4547,2741.0,1922
RES_5615,3304557,3694,2379.0,1668
RES_5616,3304557,875,597.0,419
RES_5617,3304557,547,343.0,240
RES_5618,3304557,133,78.0,55
RES_5619,3304557,2037,1303.0,913
RES_5620,3304557,470,330.0,231
